name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude,is_market_coverage
Siêu phẩm bán căn nhà mặt phố kinh doanh sầm uất ô tô đỗ,"Nhà đẹp phố Trung Phụng TT Đống Đa. Mặt phố kinh doanh sầm uất ô tô đỗ cửa. DT 39m2x4T giá 10.58 tỷ gần Hồ Đắc Di CV Thống Nhất, ĐH Bách Khoa, ĐH Y, sổ đỏ đẹp pháp lý chuẩn SS giao dịch. LH [phone_number] em Thắng xem nhà trực tiếp.",Nhà,Hà Nội,Đống Đa,Thổ Quan,Trung Phụng,,8904420120,35.89,4.0,,,,4.0,3.0,,,2025-12-20T14:03:00.555000,21.006267,105.824131,False
Biệt thự/Nhà liền kề Trung tâm Bến Tre,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Bến Tre,Trung tâm,,,,1552198153,43.17,2.0,,,,4.0,3.0,,,,10.265644,106.363363,True
Nhà Trung tâm Thái Bình,Coverage row generated from market priors and Hugging Face schema.,Nhà,Thái Bình,Trung tâm,,,,5016557764,183.95,1.0,,,,3.0,4.0,,,,20.437175,106.352021,True
Biệt thự/Nhà liền kề Trung tâm Quảng Trị,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Quảng Trị,Trung tâm,,,,1715498055,59.88,3.0,,,,3.0,2.0,,,,16.728374,107.175928,True
Bán căn hộ đầy đủ nội thất tòa chung cư DQua 29 Phan Chu Trinh Nha Trang. Giá từ 46 triệu/m2,"Bán căn hộ Dqua - toà nhà căn hộ & khách sạn cao cấp. Tọa lạc tại 29 Phan Chu Trinh, Vạn Thạnh, Nha Trang: Tổng quan tòa nhà. Địa chỉ: 29 Phan Chu Trinh, P. Vạn Thạnh, TP. Nha Trang, Khánh Hòa. Quy mô: 1 block cao 30 tầng, 1 tầng hầm, mật độ xây dựng ~51% trên diện tích 2.041 m. Chức năng. 13 | Trung tâm thương mại, dịch vụ. 4 | Hồ bơi, spa, gym, sauna. 59 |100 phòng khách sạn chuẩn 4. 1011 |40 condotel chuẩn 5. 1230 |209 căn hộ thông minh chuẩn 4. Phân khu căn hộ. Số lượng tổng: 209 căn hộ. Hiện tại mở bán 40 căn hộ. Diện tích: 70m2, 83 m2 (2PN 2WC). Tiện ích: Ban công, view thành phố/biển. Hệ thống điều hoà giấu trần. Thiết kế phong thuỷ, tối ưu mát mẻ tự nhiên. Pháp lý: Sổ hồng. Ngân hàng hỗ trợ cho vay 70%. Hiện tại đã bàn giao full nội thất, đã có hợp đồng cho thuê. Khai thác kinh doanh luôn hoặc mua ở. Vị trí & tiện ích xung quanh. Cách Chợ Đầm ~300500 m, cách biển ~300 m (hoặc 510 phút đi bộ). Gần Lotte Mart (Gold Coast), sân vận động Khánh Hoà, chuỗi nhà hàng, quán café, khu ẩm thực đường phố nổi tiếng. Tiện ích nội bộ tòa nhà. Hồ bơi vô cực, gym, spa, sauna, sân thượng. Phòng thực khách sạn nhà hàng, bar, lounge, khu hội nghị tiệc cưới. Bãi đỗ xe có phí hoặc theo gói thuê. Ban công rộng, view đẹp nhiều hướng. * Giá bán: Từ 46 triệu/m2. Liên hệ booking và đi xem căn hộ: [phone_number] em Oanh.",Căn hộ chung cư,Khánh Hòa,Nha Trang,,,Nha Trang City Central (Tên cũ là Khách sạn Lan Anh),3072598797,72.99,7.0,,,,2.0,2.0,Bắc,Nam,2025-06-12T19:48:52.697000,12.224911,109.179204,False
"Nhà đẹp 4,6x13m 1lững 2 lầu đường 8m Hẻm 973 Nguyễn Ảnh Thủ, Tân chánh hiệp, Q12","Lên Sóng Cặp Nhà đẹp hẻm 973 Nguyễn Ảnh Thủ - Tân chánh hiệp - Q12 - Tp. HCM - DT đất 4.6m x 12.5m, công nhận 54m2 - Kết cấu : 1 trệt - 1 lửng - 2 lầu - sân thượng - Gồm : sân để xe - phòng khách - bếp - 3 phòng ngủ ( có phòng master) - 3 wc - phòng thờ - phòng sauna - Hướng : Tây - Nội thất mới đẹp như hình - Đường ô tô 8m - cách mặt tiền 100m Ngay gần đại học Giao Thông Vận Tải Tp.HCM - cách công viên phần mềm Quang Trung 2km - Giá bán : 6.4 tỷ - còn bớt - Liên hệ: [phone_number] Cao Cường ===============$$$============== - LH: Cao Cường- Nhà đất Cường nguyễn Chuyên nhận ký gửi BDS chính chủ Q12 ( Miễn tin đăng online) - Cam kết: Hình ảnh + Giá + Thông tin nhà bán chính xác 100%. - Tư vấn hỗ trợ vay bank cho khách hàng, dẫn khách xét quy hoạch trước khi mua nhà, hỗ trợ pháp lý đầy đủ đến khi đi công chứng mua bán. Sản phẩm đăng bán có giấy tờ rõ ràng, không tranh chấp, không quy hoạch... - UY TÍN, TRÁCH NHIỆM, TRUNG THỰC",Nhà,Hồ Chí Minh,12,Tân Chánh Hiệp,Nguyễn Ảnh Thủ,,9513534298,50.61,3.0,4.6,,,4.0,4.0,Tây,Tây,2025-09-11T08:36:54.909000,10.848538,106.643785,False
"Bán gấp CH An Bình Homeland, 5 tỷ, 68,7m2, Hà Đông, HN","Căn hộ An Bình Homeland đang chờ đón chủ mới tại Đường Lê Trọng Tấn, p Dương Nội, Q. Hà Đông, HN. Với diện tích 68,7m2, căn hộ này cực kỳ phù hợp cho ai muốn tìm một không gian sống thoải mái và hiện đại. Căn hộ được thiết kế thông minh, bàn giao hoàn thiện cơ bản, sẵn sàng để ở. Giá chỉ 5 tỷ, căn hộ này không chỉ đẹp mà còn có phong thủy tốt, mang lại sự thịnh vượng cho gia chủ. Nội thất đầy đủ sẽ bao gồm các món như sofa, giường ngủ, kệ TV, tủ lạnh, và bếp từ. Địa điểm tiện ích xung quanh: + Siêu thị Seika Mart, Winmart + 27 Ngô Thì Nhậm. + Công viên Thống Nhất. + Bệnh viện Da liễu Hà Nội, Bệnh viện K, Bệnh viện Y học cổ truyền Trung ương. + Trung tâm hỗ trợ phát triển tài năng điện ảnh TPD, Trường cao đẳng Y tế Hà Nội. Giới thiệu tổng quan dự án: Dự án An Bình Homeland gồm 4 tòa tháp cao 30 tầng, với 3 tầng khối đế và 3 tầng hầm. Các căn hộ được trang bị đầy đủ tiện ích như trung tâm thương mại, khu gym, yoga, spa, công viên nội khu, bể bơi và khu vui chơi. Đây là một dự án lý tưởng cho những ai tìm kiếm một không gian sống tiện nghi và hiện đại giữa lòng Hà Nội. Đừng bỏ lỡ cơ hội này! Liên hệ ngay Xinh Nguyễn qua số để biết thêm thông tin!",Căn hộ chung cư,Hà Nội,Hà Đông,Dương Nội,Lê Trọng Tấn,An Bình Homeland,5887122489,69.33,7.0,,,,3.0,2.0,,,2026-02-06T13:49:35.568000,20.966959,105.791835,False
Nhà Trung tâm Kiên Giang,Coverage row generated from market priors and Hugging Face schema.,Nhà,Kiên Giang,Trung tâm,,,,8278383064,176.12,4.0,,,,4.0,4.0,,,,10.027514,105.082833,True
"Ngõ nông 3 gác đỗ cửa, thông các ngả, 40m ra MP Bạch Mai, DT 40m2 x 5t. MT 4,3m, chào giá 8,38 tỷ","- Vị trí nhà 3 gác đỗ cửa, ngõ thông Thành Nhàn, ra MP cực gần, sát ngã tư Đại Cồ Việt, di chuyển cực tiện, chỉ 8,38 tỷ cho 40m2 x 5t - Tiện ích xung quanh đầy đủ, chợ, trường học cực gần - Khu vực dân trí cao, an ninh đảm bảo, an sinh lâu dài - Chủ tặng full nội thất đẹp xịn, 3 ngủ đủ công năng - Sổ đỏ vuông đẹp, ss gd Liên hệ E Trung : [phone_number]",Nhà,Hà Nội,Hai Bà Trưng,Bạch Mai,Bạch Mai,,8264894052,41.08,5.0,,,,3.0,2.0,,,2025-12-30T14:33:56.363000,21.017097,105.864747,False
Căn hộ chung cư Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đà Nẵng,Hải Châu,,,,10042749684,187.95,3.0,,,,2.0,2.0,,,,16.042755,108.187902,True
Cần bán nhà mặt tiền đường Đồng Khởi,"Bán nhà MT đường Đồng Khởi đoạn gần ngã 4 Đài Truyền Hình, có dòng tiền ổn định 20tr/thang trong 5 năm tới. DT 5*30 full thổ. 1 trệt 2 lầu, 5pn 5wc. Đang cho thuê 20tr/tháng. Giá 15tỷ (giá đã quá tốt nên bớt lộc cho khách thiện chí, vui lòng ko ép giá[phone_number] em lập.",Nhà,Đồng Nai,Biên Hòa,Tam Hiệp,Đồng Khởi,,12480895955,156.07,4.0,5.0,,,6.0,2.0,,,2025-06-07T06:53:52.513000,10.957451,106.838369,False
"Bán nhà 1 sẹc Lê Văn Quới ngang 5m x 20m trệt, lửng, giá 5,65 tỷ bớt lộc. Hẻm nhựa - gần chợ - 4 xã","Bán nhà 1 sẹc Lê Văn Quới ngang 5m gần chợ - gần 4 xã, giá thỏa thuận. - Diện tích: 5m x 20m, vuông vức, sổ hồng đầy đủ. - Hiện trạng: 1 trệt 1 lửng. - Giá: 5,65 tỷ Bớt lộc cho khách thiện chí. - Vị trí: 1 sẹc Lê Văn Quới, ngang 5m, phù hợp cho thuê kho, xây dựng nhà ở ngang lớn. - Liên hệ: Nguyễn Chính).",Nhà,Hồ Chí Minh,Bình Tân,Bình Hưng Hòa A,Lê Văn Quới,,14874009272,94.01,1.0,5.0,,,4.0,2.0,,,2025-06-26T10:01:33.617000,10.777686,106.710715,False
"Chính chủ bán Duplex 202 Zeit River Thủ Thiêm, bao giá thị trường, View sông","Chính chủ bán căn hộ Duplex 202 Zeit River Thủ Thiêm, Sản phẩm khan hiếm tại dự án này, view sông tuyệt đẹp. Đi định cư nên cần bán cho khách thiện chí, giá tốt nhất thị trường. + Tầng cao, view sông + thành phố, thoáng, đẹp. + Diện tích: 215m2, thiết kế cơ bản 4 phòng ngủ, 4 wc, có thể bố trí lại phòng theo ý khách hàng. + Nhà thô, trần cao 6m, tiện cho chủ nhân thiết kế theo ý. + Vị trí đắc địa, sản phẩm khan hiếm tại khu Vip Sài Thành. + Sản phẩm dành cho giới thượng lưu. + Giá: 48 tỷ, chính chủ, + Tùy thanh toán, mức độ thiện chí của khách hàng có giá tốt. + Em chủ: - Giữ chìa khóa, xem nhà thoải mái. + Trân trọng.",Căn hộ chung cư,Hồ Chí Minh,,,,Thủ Thiêm Zeit River,38021244793,231.82,7.0,,,,4.0,4.0,,Tây,2025-08-16T17:38:22.593000,10.783144,106.712544,False
Căn hộ chung cư Trung tâm Sóc Trăng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Sóc Trăng,Trung tâm,,,,3616364059,170.3,3.0,,,,2.0,1.0,,,,9.583154,105.974687,True
"Bán nhà gần KĐT Vạn Phúc Giá 2,55 tỷ - HXH Hiệp Bình, Thủ Đức - sổ riêng, hoàn công đầy đủ","Nhà giá ngộp 2 tỷ 550 triệu - Hiệp Bình, Thủ Đức - sổ hồng riêng - đầu tư giữ tiền. - Gần KĐT Vạn Phúc cách QL13 chỉ 150m. - DT 60m2, 1 trệt 1 lầu + sân thượng. Gồm 3 phòng ngủ 3WC, dọn vào ở ngay. - Sổ hồng riêng, công chứng sang tên liền. - Nhà đang có hđ cho thuê 12 triệu/tháng. Phù hợp đầu tư giữ tiền, dòng tiền sẵn, khu vực tăng giá tốt[phone_number]Thái) xem nhà, gặp chính chủ, thương lượng nhẹ.",Nhà,Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,,,8755452852,58.76,2.0,,,,3.0,4.0,,,2025-12-22T17:12:36.272000,10.851259,106.74541,False
Biệt thự/Nhà liền kề Trung tâm Tiền Giang,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Tiền Giang,Trung tâm,,,,8051948750,187.71,1.0,,,,3.0,3.0,,,,10.438078,106.320203,True
"Bán cặp Đường Thích Thiện Chiếu, Phường Sơn Trà_TP Đà Nẵng","Chính chủ cần bán Cặp Đường Thích Thiện Chiếu, Phường Sơn Trà_TP Đà Nẵng Diện tích: 180m ngang 9m Hướng tây bắc Đường 5m5 vía hè 3,5m Vị trí: Đầu tuyến Sơn Trà_View núi, cách biển 200m, Khu víp nghĩ dưỡng, khách sạn, villa, căn hộ, Khí hậu mát mẽ quanh năm, thiên Đường du lích bán đảo Sơn Trà_TP Đà Nẵng Sổ đỏ chính chủ, Pháp Lý rõ ràng Giá : 15 tỷ 500 thương lượng Liên hệ: [phone_number]Làm việc trực tiếp chính chủ)",Đất,Đà Nẵng,Sơn Trà,Thọ Quang,Thích Thiện Chiếu,,15078300359,172.78,0.0,9.0,,,0.0,0.0,Tây Bắc,,2026-03-06T20:46:54.819000,16.104524,108.267228,False
Bán đất Lương Tài - Bắc Ninh. Ô tô đỗ cửa,"Chính chủ ra hàng. - Đất nền tại Hương Chi - Phú Hòa - Lương Tài - Bắc Ninh. - Diện tích: 129.6m2 (trong đó thổ cư: 100m2, 29.6m2 đất trồng CLN). - Mặt tiền: 5.2m. - Tiện ích: * Cách vài bước chân là ra đường Tỉnh Lộ 281 hướng đi Bắc Ninh, Hưng Yên, Hải Dương. * Gần trường mầm non, tiểu học và cấp 2 Phú Hòa khoảng 1Km, và nhiều các tiện ích khác. * Kết nối dễ dàng với các trường tại TT Thứa trung tâm hành chính huyện. * Cách sân bay Gia Bình và bệnh viện Lương Tài khoảng 15 phút di chuyển. * Kết nối với nhiều KCN tạo cơ hội gia tăng phát triển BĐS.",Đất,Bắc Ninh,Lương Tài,Phú Hòa,,,5005827418,134.82,0.0,5.2,,3.5,0.0,0.0,,,2025-08-28T16:30:22.173000,21.181172,106.065866,False
Cần bán căn hộ thông tầng full nội thất bậc nhất Ecopark,"Sở hữu căn hộ nghỉ dưỡng 2 tầng, thiết kế sang trọng ngay trung tâm toà khoáng nóng Landmark. Thông tin căn hộ: Diện tích ~ 150m2 thiết kế 3PN 3VS view trọn Hồ Thiên Nga, vườn Nhật và sân Golf. Full nội thất cao cấp bàn giao đúng như hình. Hưởng trọn tiện ích đẳng cấp: Suối khoáng Onsen, bể bơi, vườn Nhật, hồ Koi, phòng gym. Giá bán: 14.5 tỷ bao toàn bộ thuế phí sang tên sổ đỏ. - Liên hệ em để được tư vấn và nhận thông tin chi tiết",Căn hộ chung cư,Hưng Yên,Văn Giang,Xuân Quan,,Swan Lake Onsen Residences,9849349885,145.61,7.0,,,,4.0,3.0,Tây - Nam,Đông - Bắc,2025-06-28T09:15:48.684000,20.65611,106.064329,False
Căn hộ chung cư Tây Hồ Hà Nội,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hà Nội,Tây Hồ,,,,8775497478,75.76,2.0,,,,1.0,4.0,,,,21.046899,105.858121,True
Bán căn 2PN vIsta Verde Quận 2 tháp Lotus 8.6 tỷ (bao phí),"Thông tin căn hộ chi tiết. Diện tích: 92m² (tim tường) | 84m² (thông thủy). Hướng: Ban công Tây Bắc. Cửa Đông Nam. View: Nội khu thoáng, yên tĩnh. Giá bán: 8.6 tỷ (bao toàn bộ phí). Pháp lý: Có sổ hồng, sang tên nhanh. Tiện ích & quản lý. Hồ bơi tràn 50m, gym, BBQ, khu vui chơi trẻ em, vườn nhiệt đới, sky garden, an ninh 24/7. Liên hệ xem nhà[phone_number]Zalo/Call) Lâm Tới. Inbox trực tiếp để được tư vấn cụ thể và hẹn lịch xem nhà. Ngoài ra bên em còn rất nhiều căn khác để anh chị lựa chọn! Em chuyên cập nhật Vista Verde giá tốt, hỗ trợ xem nhà & thương lượng trực tiếp với chủ.",Căn hộ chung cư,Hồ Chí Minh,Thủ Đức,Thạnh Mỹ Lợi,,Vista Verde,11184860548,93.77,7.0,,,,1.0,3.0,Đông Nam,Tây Bắc,2026-02-13T19:13:37.800000,10.865843,106.760386,False
"Nhà Đẹp Phân Lô, Ô TÔ Vào Nhà, Lạc Trung, Hai Bà Trưng 70/78m, 8 tầng, mt 5.4m, giá 29.8 tỷ.","Nhà Đẹp Phân Lô, Ô TÔ Vào Nhà, Lạc Trung, Hai Bà Trưng 70/78m, 8 tầng, mt 5.4m, giá 29.8 tỷ. Lh em Lan [phone_number] TOÀ VĂN PHÒNG HẠNG A = PHÂN LÔ VỈA HÈ Ô TÔ TRÁNH = MẶT TIỀN SIÊU RỘNG = 8 TẦNG THANG MÁY. Mô tả: - Là toà VP duy nhất quận Hai Bà Trưng cao 8 tầng, Khu phân lô bàn cờ vỉa hè ô tô tránh nhau thoải mái. - Khu vực dân trí cao phù hợp với khách mua về vừa ở vừa làm văn phòng, phòng khám. * Thiết kế : - Tầng 1 : gara ô tô 3 cái - Tầng 2,3,4,5 : mỗi tầng 2 phòng. - Tầng 6 : thiết kế 2 ngủ chủ để ở - Tầng 7 : khách và bếp - Tầng 8 : phòng thờ , sân phơi. - Phòng khách có bể cá , là không gian sống lý tưởng, thu giãn sau 1 ngày làm việc mệt mỏi. - Nội thất trong nhà đẳng cấp 5* bệt thông minh, hệ thống điện thông minh Lumi, bóng spotlight, đây sẽ là 1 trong những căn nhà có thiết kế hiện đại nhất trên thị trường hiện nay. - Sở hữu mt quyền lực 5.4m là mơ ước của các chủ nhà triệu đô, tầng 2 đua ra được 78m. * Sổ vuông như tờ A4, sẵn sàng giao dịch.",Nhà,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,Lạc Trung,,15358215550,72.25,5.0,5.4,,,4.0,4.0,,,2025-10-11T00:38:29.809000,21.02123,105.856815,False
"Hạ giá chỉ còn 6ty950 Nhà đẹp gần đường 28 thông qua Sun Group, Biển NT.. Siêu đẹp. Duy nhất","Hạ giá chỉ còn 6ty950 Nhà đẹp gần đường 28 thông qua Sun Group, Biển NT.. Siêu đẹp. Duy nhất căn nhà đã Hoàn Công Vị trí nằm Tđc Phước Long, gần đường số 28 và Thích Quảng Đức Diện tích : 58,5m2 ngang 4,5m. Hướng Đông Bắc Dtsd : 99m2 Kết cấu nhà kiêng cố gồm 2PN, 2WC, Bếp, phòng khách, phòng thờ, sân phơi, giếng trời... đầy đủ nội thất ! Tiện ích : gần biển, gần trường học, chợ, nhà hàng... khu dân cư đông đúc an ninh.. Giá 6ty950tr ( thuế phí 2 bên",Nhà,Khánh Hòa,Nha Trang,Phước Long,,,5925545655,61.94,2.0,4.5,,,3.0,1.0,Đông - Bắc,Đông - Bắc,2026-03-10T09:35:10.197000,12.250946,109.193152,False
Đất Trung tâm Lào Cai,Coverage row generated from market priors and Hugging Face schema.,Đất,Lào Cai,Trung tâm,,,,1238233324,47.52,0.0,,,,0.0,0.0,,,,22.486688,103.985507,True
Căn hộ chung cư Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Điện Biên,Trung tâm,,,,2478800625,180.7,4.0,,,,4.0,3.0,,,,21.404293,103.027983,True
Căn hộ chung cư Trung tâm Hà Nam,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hà Nam,Trung tâm,,,,2072294840,120.0,5.0,,,,2.0,2.0,,,,20.593578,105.945055,True
"Đất Gia Bình - Trảng Bàng có sẵn thổ cư giá chỉ 560 triệu, cách đường Hồ Chí Minh Chỉ 700m","Đất Gia Bình - Trảng Bàng có sẵn thổ cư giá chỉ 560 triệu, cách đường Hồ Chí Minh chỉ 700m. - Vị trí: 1/ đường Bình Nguyên 2, cách đường Hồ Chí Minh chỉ 700m. - Có sổ hồng riêng, công chứng sang tên ngay. - Đất sạch sẽ, không mồ mả, không tranh chấp, không quy hoạch. - Dân cư xung quanh đông, thích hợp mua xây ở. - Gần trường học, chợ, UBND. - Cơ hội đầu tư đón đầu đường Hồ Chí Minh. - Diện tích: 5x23m, 50m2 thổ cư sẵn. - Giá 560 triệu, bao giấy tờ. Hotline: [phone_number]gặp Vinh Trần).",Đất,Tây Ninh,Trảng Bàng,Gia Bình,,,2317631937,111.62,0.0,5.0,,,0.0,0.0,,,2025-06-25T13:30:31.969000,11.314762,106.114933,False
Đất Trung tâm Long An,Coverage row generated from market priors and Hugging Face schema.,Đất,Long An,Trung tâm,,,,2191087392,60.0,0.0,,,,0.0,0.0,,,,10.701955,106.262071,True
"Bán nhà hẻm thông 2 xe tải tránh nhau, đường lạc long quân, p10, quận 11","Quận 11. Hẻm thông, 2 xe tải tránh nhau. Lạc Long Quân, phường 10, quận 11, - Dện tích : 3.2 x 12m - KC: 1 trệt 2 lầu ( 4PN, 3WC) - khu ở an ninh, gần trường học, bênhn viện...,di chuyển gầm cá quận 6, Tân Bình, Tân Phú, Quận 10, Q5",Nhà,Hồ Chí Minh,11,10,Lạc Long Quân,,6979559348,37.14,4.0,,,,4.0,3.0,,,2026-01-26T11:02:54.686000,10.788676,106.720299,False
"Chú 8 bán nhà nguyễn thị thập, quận 7 gần lotte mart- giá: 4,88tỷ/ 6m x 13,6m","CHÚ 8 BÁN NHÀ NGUYỄN THỊ THẬP, QUẬN 7 GẦN LOTTE MART- GIÁ: 4,88TỶ/ 6M X 13,6M - Gần Lotte Mart Nguyễn Thị Thập, Quận 7 khu dân cư cực ki sầm uất.. - Giá chốt: 4,88 tỷ ( còn thương lượng nhẹ) - Đường trước nhà 6m xe hơi vào thoải mái - Kết cấu: 1 trệt, 2 lầu, 4 phòng ngủ, 5 nhà vệ sinh",Nhà,Hồ Chí Minh,7,Tân Quy,Nguyễn Thị Thập,,11688153688,78.63,3.0,,,,1.0,4.0,,,2025-12-07T11:22:54.143000,10.731649,106.710748,False
Shophouse Trung tâm Vĩnh Long,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Vĩnh Long,Trung tâm,,,,1844858532,48.49,4.0,,,,2.0,2.0,,,,10.249981,105.965322,True
Shophouse Trung tâm Quảng Nam,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Quảng Nam,Trung tâm,,,,2790423034,48.31,4.0,,,,1.0,3.0,,,,15.526428,108.023682,True
Đất Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Đất,Hà Tĩnh,Trung tâm,,,,868102038,45.55,0.0,,,,0.0,0.0,,,,18.355614,105.922481,True
"Mặt ngõ 5 tỷ Kiến Hưng, Hà đông, ngay gần phố Tô Hiệu, Bà Triệu Hà Cầu, Phúc La, Xa La","Mặt ngõ 5 tỷ Kiến Hưng, Hà đông, ngay gần phố Tô Hiệu, Bà Triệu, Hà Cầu, Phúc La Xa La. + Trung tâm Hà Đông gần phố cạnh nhiều khu đô thị lớn, Kinh doanh chả thiếu thứ gì. + Dân cư đông đúc ngõ rộng rãi gần bãi để xe ô tô. + Vài bước chân tới Văn Quán, Phố Trần Phú, Tô Hiệu, Quang Trung. LH: Kim Thương Bất Động Sản Thổ cư.",Nhà,Hà Nội,Hà Đông,Kiến Hưng,Mậu Lương,,6038075320,33.36,4.0,3.8,,2.8,3.0,2.0,,,2025-06-26T10:19:10.589000,20.981287,105.765622,False
"Bán CC 2PN 2WC ở 8X Plus Trường Chinh, 2,79 tỷ, 64m2 đẹp, nhiều tiện ích sổ hồng sẳn","Nằm tại 8X Plus Trường Chinh, đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh, căn hộ 2PN 2WC này có diện tích 64m2, rất phù hợp cho những ai tìm kiếm một không gian sống tiện nghi và thoải mái. Giá chỉ 2,79 tỷ VND. - Thiết kế thông minh với 2PN, 2WC, 2 ban công thoáng đãng. - Nội thất đầy đủ với các trang bị cơ bản như giường, tủ, bàn ghế. - Không gian sống tràn ngập ánh sáng tự nhiên. - Pháp lý đầy đủ. Tiện ích xung quanh: - Công viên Thận Kiều, công viên Tham Lương, công viên Cây Sộp. - Trường mầm non Phù Đổng, mầm non Việt Anh. - Siêu thị Bách Hóa Xanh Trường Chinh, Coopmart. - Bệnh viện Đa Khoa Tâm Trí Sài Gòn. Giới thiệu tổng quan dự án: Dự án 8X Plus Trường Chinh nằm ngay gần Ga Tàu Điện ngầm và Sân bay Quốc tế Tân Sơn Nhất, kết nối dễ dàng với các khu vực như Củ Chi, Hóc Môn, Tây Ninh. Dự án gồm 1 Block cao 19 tầng, cung cấp các tiện ích như trung tâm thương mại, cà phê, công viên, spa, phòng gym và bảo vệ 24/24. Không chỉ là nơi ở, mà còn là không gian sống lý tưởng cho những ai yêu thích sự tiện nghi và hiện đại. Liên hệ ngay để biết thêm chi tiết: Phạm Tuấn.",Căn hộ chung cư,Hồ Chí Minh,12,Tân Thới Nhất,Trường Chinh,8X Plus Trường Chinh,6170002207,60.77,7.0,,,,2.0,2.0,,,2025-12-11T14:26:10.378000,10.851941,106.634626,False
Nhà Trung tâm An Giang,Coverage row generated from market priors and Hugging Face schema.,Nhà,An Giang,Trung tâm,,,,1938546221,64.04,5.0,,,,2.0,4.0,,,,10.505607,105.136939,True
Nhà Trung tâm Sóc Trăng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Sóc Trăng,Trung tâm,,,,2031132951,80.0,2.0,,,,1.0,2.0,,,,9.609531,105.965168,True
Shophouse Đống Đa Hà Nội,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hà Nội,Đống Đa,,,,28866117055,111.4,1.0,,,,1.0,2.0,,,,21.018418,105.857718,True
Căn hộ chung cư Trung tâm Gia Lai,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Gia Lai,Trung tâm,,,,827691533,41.91,2.0,,,,4.0,2.0,,,,13.985543,107.987904,True
Đất Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Phòng,Trung tâm,,,,2356332797,46.7,0.0,,,,0.0,0.0,,,,20.85386,106.684944,True
"Chính chủ định cư bán gấp nhà đ.trần văn đang phường 11 quận 3, dt:40m2/ 2.050 tỷ còn bớt lộc, shr","Vị trí: đường TRẦN VĂN ĐANG - PHƯỜNG 11 - QUẬN 3. . Diện tích: 40m2 ( 4m x 10m) . Kết cấu: 1 trệt 1 lầu kiên cố. . Công năng gồm ( 2 phòng ngủ, 2 nhà vệ sinh) BTCT. . Vị trí đep, gần các dịch vụ tiện ích. Tiện kinh doanh mua bán. - Tiện ích phủ kín trong bán kinh 1km. - Khu dân cư an ninh, đầy đủ tiện nghi. - Nhà mới 90% nhà trống mua dọn vào ở ngay. - Có SHR sang tên công chứng ngay. GIÁ 2.050 Tỷ TẶNG NỘI THẤT.",Nhà,Hồ Chí Minh,3,11,Trần Văn Đang,,9143759556,41.63,2.0,,,,2.0,2.0,,,2025-06-17T03:00:10.273000,10.785526,106.676645,False
Biệt thự/Nhà liền kề Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đồng Nai,Biên Hòa,,,,6824479897,116.5,1.0,,,,5.0,1.0,,,,10.946513,106.844742,True
Cần bán gấp nhà mặt tiền Nguyễn Văn Nghi Gò Vấp - DT 11x27m -hầm 7 tầng - HĐT 150tr/th - Giá 55 tỷ,"Chính chủ cần bán nhà ngay mặt tiền đường Nguyễn Văn Nghi Phường 4 Quận Gò Vấp Ngay Trường Đại Học Công Nghiệp. -------------------------------------------------- - Diện tích: 11x36m nở hậu công nhận đủ không lộ giới. - Kết cấu: Hầm 7 tầng (hoàn công và phòng cháy chữa cháy đầy đủ. - Hợp đồng thuê: 150 triệu/tháng ký 10 năm mỗi năm tăng 7%. - Vị trí cực kì đẹp, mặt tiền ngay trường đại học công nghiệp đông sinh viên top 3 thành phố. - Mặt tiền đường ngang lớn khan hiếm trong khu vực, mặt tiền vị trí đẹp, lề đường rộng thoáng. - Giá 55 tỷ còn thương lượng. ------------------------------------------------ - Liên hệ [phone_number] Diệu Anh.",Nhà,Hồ Chí Minh,Gò Vấp,,Nguyễn Văn Nghi,,56048956988,230.05,8.0,11.0,,,5.0,4.0,,,2025-08-06T01:54:34.586000,10.762651,106.701258,False
